23-07718,05/08/23,12:31 PM,05/08/23 12:31 PM,Trespass,George Read Hall,Arrest
23-07720,05/08/23,01:06 PM,05/08/23 01:06 PM,Damaged Property (Poster) (Clery Hate Crime),Memorial Hall,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-07762,05/09/23,01:34 AM,05/09/23 01:34 AM,Damaged Propetty (Building Materials),South Academy Residence Hall,Pending
23-07772,05/09/23,08:08 AM,05/08/23 06:51 PM,Terroristic Threatening,New Castle Hall,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-07839,05/10/23,02:38 AM,05/10/23 02:38 AM,Damaged Property (Dry-Erase Board),Gilbert Hall,Pending
23-07860,05/10/23,02:52 PM,05/05/23 02:00 PM-05/08/23 02:00 PM,Burglary,Harrington Hall E,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-07896,05/11/23,01:51 AM,05/11/23 01:18 AM,Underage Consumption,Russell Hall,Administrative Sanction
23-07924,05/11/23,03:26 PM,05/10/23 09:00 PM- 05/11/23 02:00 PM,Theft (Bicycle),Thompson Hall,Pending
23-07947,05/11/23,11:38 PM,05/11/2023 11:37 PM,Underage Consumption,Independence Hall East,Adminstrative Sanction
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-07954,05/12/23,01:40 AM,05/12/23 01:38 AM,Traffic Violations/Local Fugitive,E Delaware Ave/S Chapel St,Arrest
23-07956,05/12/23,02:44 AM,05/12/23 02:43 AM,Underage Consumption,Independence Hall West,Adminstrative Sanction
23-07965,05/12/23,09:59 AM,05/12/23 07:35 AM,Terroristic Threatening,Visitors Center,Pending
23-08022,05/12/23,11:41 PM,05/12/23 11:41 PM,Trespass,Russell Dining Hall,Administrative Sanction X4
23-08023,05/12/23,11:57 PM,05/12/23 11:57 PM,Underage Consumption/Receiving Stolen Property,Haines St/Benny St,Civil Assessment X2
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-08034,05/13/23,01:41 AM,05/12/23 10:19 PM- 05/13/23 01:00 AM,Damaged Property (Door),S Academy Residence Hall,Pending
23-08042,05/13/23,04:31 AM,05/13/23 04:31 AM,Underage Consumption of Marijuana/Underage Consumption,Thomas McKean Hall,Administrative Sanction
23-08065,05/13/23,05:27 PM,05/13/23 05:27 PM,Underage Consumption,Squire Hall,Civil Assessment
23-08085,05/13/23,11:30 PM,05/13/23 11:30 PM,Underage Possession/Underage Possession of Marijuana,Pomeroy Trail,Administrative Sanction X2
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-08090,05/14/23,02:09 AM,05/14/23 02:09 AM,Underage Consumption,Ray Street,Administrative Sanction
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-08144,05/15/23,12:24 PM,05/15/23 12:23 PM,Shoplifting (Food),The Nest,Adminstrative Sanction
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-08219,05/16/23,09:00 PM,05/16/23 2100,Underage Consumption,Harter Hall,Administrative Sanction
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-08241,05/17/23,02:05 AM,05/17/23 02:05 AM,Underage Consumption,Smyth Hall,Administrative Sanction
23-08264,05/17/23,10:30 AM,05/15/23 11:00 PM,Disorderly Conduct,Courtyard Marriott,Pending
23-8283,05/17/23,4:55 PM,05/17/23 4:55 PM,Assist Other Agency (Clery-Aggravated Assault),New London Rd/E Cleveland Ave,Exceptionally Clear
23-08284,05/17/23,05:27 PM,05/17/23 05:27 PM,Assist Other Agency (Reckless Burning/Clery-Arson),Smyth Hall,Pending
23-08304,05/17/23,11:25 PM,05/17/23 11:25 PM,Trespass,Christiana West Tower,Arrest X5
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-08381,05/18/23,10:49 PM,05/18/23 10:49 PM,Possession of Marijuana,Harrington A,Administrative Sanction
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-08437,05/19/23,07:58 PM,05/19/23 07:58 PM,Disorderly Conduct,Delaware Field House,Pending
23-08446,05/19/23,09:46 PM,05/19/23 09:34 AM-08:42 PM,Attempted Extortion,New Castle Hall,Pending
23-8590,05/19/23,04:30 PM,05/17/23 2:20 PM,Miscellaneous Investigation (Clery Stalking),Warner Hall,Exceptionally Clear
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-08458,05/20/23,02:42 AM,05/20/23 02:42 AM,Assist Other Agency (Loud Party),Choate Street,Administrative Sanction X2
23-08461,05/20/23,06:51 AM,05/20/23 06:50 AM,Damaged Property (Building Materials); Disorderly Conduct,Lane Hall,Pending
23-08472,05/20/23,01:22 PM,05/20/23 02:43 AM,Theft (Food),S Academy Residence Hall,Administrative Sanction
23-08478,05/20/23,05:00 PM,05/18/23 05:00 PM- 05/20/23 05:00 PM,MV Collision (Hit & Run),CFA Parking Garage,Pending
23-08489,05/20/23,08:55 PM,05/20/23 08:55 PM,Trespass,Magnolia Fountain,Administrative Sanction  x3
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-08529,05/21/23,10:12 AM,05/20/23 01:00 PM- 05/21/23 10:10 AM,Damaged Property (Vehicle Parts),Trabant Parking Garage,Pending
23-08549,05/21/23,1509,05/21/23 12:30 PM,Theft (Bicycle),Harter Hall,Pending
23-08557,05/21/23,1929,05/21/23 06:30-07:29,Theft (Building Materials),Lane Hall,Arrest
23-08566,05/21/23,2113,05/21/2023 1900-2113,Theft (Building Materials),S Academy Residence Hall,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-8649,05/23/23,09:14 AM,05/22/23 09:00 PM- 05/23/23 08:30 AM,Assist Other Agency (Reckless Burning (Clery - Arson)),Warner Hall,Pending
Incident #,Date Reported,Time Reported,Date/Time Occurred,Description,Location Name,Disposition
23-08753,05/25/23,12:01 AM,05/24/23 11:40 PM-11:50 PM,Theft (Building Material),Thompson Hall,Arrest
23-08789,05/25/23,01:15 PM,05/25/23 12:3 PM-12:35 PM,Theft (Electronics),University Courtyard Apartments,Pending
23-08795,05/25/23,02:45 PM,05/25/23 02:30 PM,Theft (Building Materials),South Academy Residence Hall,Pending
Incident #,Date Reported,Time Reported,Date/Time Occurred,Description,Location,Disposition
23-08829,05/26/23,03:33 PM,05/26/23 03:33 PM,DUI,Wawa,Arrest
23-08862,05/26/23,12:58 PM,05/06/23 06:00 PM-09:00 PM,Sexual Assault (Clery - Fondling),South Academy Residence Hall,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-08923,05/27/23,11:52 AM,05/27/23 11:52 AM,MV Collision (Hit & Run),Sincock Ln/Roger Martin Ln,Pending
23-08926,05/27/23,12:49 PM,05/27/23 12:49 PM,Trespass,UD Lot 52,Exceptionally Clear
23-08927,05/27/23,01:04 PM,05/27/23 01:04 PM,Trespass,University Courtyard Apartments,Pending
23-08942,05/27/23,09:24 PM,05/27/23 09:24 PM,Open Container,E Delaware Ave/S Chapel St,Arrest
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-08952,05/28/23,02:41 PM,05/28/2023 0241,Trespass,The Green,Administrative Sanction
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-08982,05/29/23,12:47 AM,05/29/23 12:47 AM,Theft/Disorderly Conduct/Public Intoxication,Magnolia Fountain,Arrest x3
23-09013,05/29/23,09:48 PM,05/29/23 09:46 PM,Trespass,University Courtyard Apartments,Exceptionally Clear X3
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-09040,05/30/23,04:37 PM,05/30/23 04:37 PM,Trespass,Sharp Lab,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-09082,05/31/23,09:37 AM,10/1/22 12:00 PM-05/31/23 09:37 AM,Harassment,Morris Library,Exceptionally Clear
23-09092,05/31/23,12:13 PM,05/31/23 12:00 AM-05/31/23 12:00 PM,Theft (Personal Items),Ray Street C,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-09158,06/01/23,12:00 PM,06/01/23 1200 PM,Receiving Stolen Property,S Main St,Arrest
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-09237,06/02/23,06:59 PM,06/02/23 06:55 PM,Disordely Conduct/Trespass,Sharp Hall,Exceptionally Clear
23-09244,06/02/23,09:44 PM,06/02/23 09:42 PM,Trespass,Gore Hall,Exceptionally Clear
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-09407,06/05/23,09:49 AM,06/02/23 10:00 AM- 06/05/2023 09:49 AM,Theft (Bicycle),Dupont Hall,Pending
23-09442,06/05/23,11:56 PM,06/05/23 11:56 PM,Disorderly Conduct/ Damaged Property,University Courtyard Apartments,Administrative Sanction
N/A,06/05/23,N/A,03/15/23-05/04/23,Stalking,Perkins,Exceptionally Clear
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-09503,06/07/23,09:38 AM,06/06/23 02:30 PM-04:00 PM,Assist Other Agency (Damaged Propertyt),One South Main,Pending
23-09516,06/07/23,12:48 PM,06/05/23 10:00 AM- 06/06/23 10:00 PM,Theft (Electronics),South Academy Residence Hall,Exceptionally Clear
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-09640,06/09/23,07:53 PM,06/09/23 07:53 PM,Disregard Police Officer Signal,W Main St/S Main St,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-09675,06/10/23,10:20 AM,06/10/23 10:20 AM,Possession of Marijuana,E Delaware Ave/Academy St,Arrest
23-09681,06/10/23,07:12 PM,06/10/23 07:12 PM,Damaged Property (Fire Extinguisher),Trabant Garage,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-09725,06/11/23,01:16 PM,05/12/23 12:25 PM,Assist Other Agency (Noise Violation),W Main St/Hillside Rd,Administrative Sanction
23-09729,06/11/23,03:41 PM,06/11/23 03:41 PM,Offensive Touching/Damaged Property/Disorderly Conduct/Breach of Release (Clery-Dating Violence),UD  Lot #63,Arrest
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-09858,06/13/23,08:22 PM,05/27/23 10:30 AM-06/13/23 08:20 PM,Theft (Bicycle),Russell Hall D,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-09897,06/14/23,01:33 PM,06/14/23  01:33 PM,Trespass,Trabant University Center,Exceptionally Clear
23-09912,06/14/23,07:23 PM,06/14/23 07:23 PM,Trespass,Delaware Biotechnology Institute,Exceptionally Clear
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-09965,06/15/23,04:05 PM,06/15/23 04:05 PM,Trespass/Breach of Release,STAR Health Science Complex,Arrest
23-09984,06/15/23,09:13 PM,06/15/2023 09:13 PM,DUI,Stadium Lot,Arrest
23-09986,06/15/23,09:41 PM,06/15/2023 09:41 PM,Resisting Arrest,Stadium Lot,Arrest
Incident #,Date Reported,Time Reported,Date/Time Occurred,Description,Location Name,Disposition
23-10040,06/16/23,08:58 PM,06/14/23 03:54 PM-05:10 PM,Graffiti (Paint),Trabant Parking Garage,Pending
Incident #,Date Reported,Time Reported,Date/Time Occurred,Description,Location Name,Disposition
23-10184,06/20/23,09:41 AM,06/16/23 - 06/20/23,Damaged Property (Chalkboard),Alison Hall,Pending
23-10205,06/20/23,07:38 PM,06/20/23 07:18 PM,Trespass,University Courtyard Apartments,Pending
Incident #,Date Reported,Time Reported,Date/Time Occurred,Description,Location Name,Disposition
23-10222,06/21/23,08:56 AM:,06/21/23 08:56 AM,Trespass,Russell D,Exceptionally Clear
23-10236,06/21/23,12:07 PM,06/21/23 11:45 AM,Harassment (Phone Calls),Lerner Hall,Pending
Incident #,Date Reported,Time Reported,Date/Time Occurred,Description,Location Name,Disposition
23-10461,06/25/23,10:31 AM,06/24/23 10:00 PM-06/25/23 02:00 AM,Damaged Property (Vehicle Parts),Courtyard Marriott Hotel,Administrative Sanction
Incident #,Date Reported,Time Reported,Date/Time Occurred,Description,Location Name,Disposition
23-10553,06/26/23,06:19 PM,06/26/23 06:18 PM,Trespass,Smith Hall,Pending
Incident #,Date Reported,Time Reported,Date/Time Occurred,Description,Location,Disposition
23-10578,06/27/23,11:07 AM,06/26/23 04:00 PM-06/27/23 07:20 AM,Damaged Property (Decorations),Purnell Hall,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-10695,06/29/23,02:30 PM,06/29/23 1200 AM-02:29 PM,Mailicious Interference with Emergency Communications,University of Delaware Police Department,Pending
Incident #,Date,Time Reported,Date/Time Occurred,Description,Location,Disposition
23-10933,07/03/2023,10:11 AM,06/14/23 01:43-07/02/23 01:26 AM,Harassment (Phone Calls),Computing Center,Pending
23-10936,07/03/23,11:29 AM,07/03/23 11:28 AM,Trespass,Bob Carpenter Center,Exceptionally Clear
23-10942,07/03/23,03:13 PM,07/03/23 02:12 PM,Assist Other Agency (Clery - Robbery),Wyoming Rd/Library Ave,Exceptionally Clear
23-10946,07/03/23,06:53 PM,07/03/23 12:52 PM,Theft (Vehicle Parts),Lot 10,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-11039,07/05/23,03:25 PM,07/03/23 09:35 PM,Trespass,Trabant Parking Garage,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-11104,07/06/23,03:52 PM,06/29/23 09:00 AM-07/03/23 05:00 PM,Theft (Currency),Perkins Student Center,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-11142,07/07/23,08:36 AM,07/07/23 08:35 AM,Trespass/Theft (Farm Equipment),Webb Farm,Exceptionally Clear
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-11200,07/08/23,08:37 AM,02/01/22 12:00 AM,Harassment/Offensive Touching,Lammot Dupont Lab,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-11293,07/10/23,11:03 AM,07/10/23 11:03 AM,Assault (Clery-Dating Violence),Ray Street C,Arrest x2
23-11293,07/10/23,11:03 AM,07/10/23 11:03 AM,Strangulation (Clery-Aggravated Assault)/Aggravated Menacing/Unlawful Imprisonment,Ray Street C,Arrest
Incident #,Date Reported,Time Reported,Date/Time Occurred,Description,Location,Disposition
23-11342,07/11/23,02:11 PM,07/10/23 06:19 PM,Theft (Parking Equipment),Ray Street Lot #38,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-11451,07/13/23,08:47 PM,07/13/23 08:47 PM,Disorderly Conduct,UD Lot 6,Exceptionally Clear
Incident #,Date Reported,Time Reported,Date/Time Occurred,Description,Location,Disposition
23-11472,07/14/23,08:00 AM,07/14/23 08:00 AM,Terroristic Threatening/Harassment/Malicious Interference w/ Emergency Communications,UDPD Dispatch Center,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-11506,07/15/23,02:25 AM,07/15/23 02:25 AM,MV Collision (Hit & Run)/Leaving the Scene of a Collision/Reckless Driving,ROTC Parking Lot,Arrest
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-11620,07/18/23,12:34 AM,07/18/23 12:34 AM,Underage Consumption,Independence Hall East,Exceptionally Clear
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-11982,07/25/23,06:55 AM,07/25/23 06:55 AM,Resisting Arrest/Hindering Prosecution/Loitering,Cooperative Extension,Arrest
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-12057,07/26/23,04:57 PM,07/26/23 04:57 PM,Disorderly Conduct                   (Abusive Language),Newark Regional Transportation Center,Pending
Incident #,Date Reported,Time Reported,Date/Time Occurred,Description,Location Name,Disposition
23-12101,07/27/23,05:42 PM,07/27/23 03:00 PM-05:00 PM,Theft (Wallet),Bloom Energy,Pending
23-12108,07/27/23,08:40 PM,07/27/23 08:39 PM,Trespass,Arsht Hall,Exceptionally Clear
23-12112,07/27/23,11:32 PM,07/27/23 11:31 PM,Carrying Concealed Deadly Weapon (Firearm)/Failure to Have Required Insurance,McDowell Hall Parking Lot #18,Arrest
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-12116,07/28/23,02:24 AM,07/28/23 01:57 AM,Assault/Disorderly Conduct,Ed Fine Parking Lot #67,Exceptionally Clear
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-12213,07/30/23,03:36 PM,07/30/23 03:36 PM,Trespass,Arsht Hall,Arrest
23-12218,07/30/23,08:40 PM,07/30/23 08:40 PM,Trespass/Theft        (landscaping rocks),Chemours Discovery Hub,Arrest
Incident #,Date Reported,Time Reported,Date/Time Occurred,Description,Location,Disposition
23-12328,08/01/23,08:32,08/01/23                         08:32,Trespass,Goodstay,Arrest
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-12455,08/03/23,08:00 PM,08/03/23 07:59 PM,Trespass on Railroad Tracks,Newark Regional Transit Center,Arrest
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-12464,08/04/23,02:21 AM,08/04/23 02:20 AM,Assault/Conspiracy,Trabant Parking Garage,Pending
23-12472,08/04/23,11:05 AM,05/27/23 08:00 AM-08/04/23,Theft (Bicycle),University Courtyard Apartments,Pending
Incident #,Date,Time Reported,Date/Time Occurred,Description,Location,Disposition
23-12584,08/07/23,04:12 pm,08/07/23 04:12 PM,Breach of Release,Trabant Parking Garage,Arrest
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-12620,8/8/23,04:22 PM,8/8/23 08:00 AM,Theft                     (Currency/Electronic device),UD Smith Hall,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-12632,8/9/23,01:08 AM,8/9/23 01:08 AM,Disorderly Conduct/Public Intoxication,Laird Campus Bridge,Arrest
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-12706,08/10/23,04:27 PM,08/10/23 03:00 PM,Terroristic Threatening,Gore Hall,Exceptionally Clear
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-12766,08/11/23,03:46 PM,08/11/23 11:05 AM,MV Collision (Hit & Run)/Leaving the Scene of a Collision/Failure to Report a Collision,Lot #88,Arrest
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-12786,08/12/23,01:06 AM,08/12/23 01:06 AM,Graffiti (Writing),Trabant Garage,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-12855,08/13/23,03:06 AM,08/13/23 03:06 AM,Offensive Touching    (Clery - Domestic Violence),Courtyard Marriott,Arrest
Incident #,Date Reported,Time Reported,Date/Time Occurred,Description,Location Name,Disposition
23-12946,08/14/23,03:39 PM,08/14/23 03:39 PM,Trespass,Ray Street B,Arrest
Incident #,Date Reported,Time Reported,Date/Time Occurred,Description,Location,Disposition
23-13081,08/17/23,01:47 PM,08/17/23 12:10 PM-12:40 PM,Unlawful Use of Payment Card,Alison Hall West,Pending
23-13098,08/17/23,11:58 PM,08/17/23 11:58 PM,Disorderly Conduct,University Courtyard Apartments,Pending
Incident #,Date Reported,Time Reported,Date/Time Occurred,Description,Location,Disposition
23-13199,08/20/23,04:21 AM,08/20/23,Damaged Property/Theft,Center for the Arts Garage,Pending Active
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-13242,08/21/23,01:10 AM,08/21/23 01:10 AM,Underage Consumption,Redding Hall,Administrative Sanction
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-13316,08/22/23,09:17 AM,08/22/23 09:17 AM,Damaged Property           (Building Materials) (Clery - Burglary),Christiana West Tower,Pending
23-13324,08/22/23,01:07 PM,8/22/23 01:07 PM,Burglary (Electronics),South Academy Residence Hall,Pending
23-13333,08/22/23,03:31 PM,08/22/23 02:30 PM-08/22/23 03:04 PM,Harassment (Phone),Biden Institute,Pending
23-13337,08/22/23,05:54 PM,08/22/23 05:54 PM,Theft (Currency),Sharp Hall,Pending
23-13343,08/22/23,08:28 PM,08/22/23 08:28 PM,Burglary (Purse),Smyth Hall,Pending
23-13347,08/22/23,09:34 PM,8/22/23 09:34 PM,Burglary (Currency),Sharp Hall,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-13373,08/23/23,01:57 PM,08/23/23 01:57 PM,Harassment,Whitney Athletic Center,Pending
23-13376,08/23/23,02:13 PM,08/23/23 11:30 AM-08/23/20 01:30 PM,Theft,Harker Lab,Pending
23-13393,08/23/23,07:24 PM,08/22/23 08:00 AM-08/23/20 07:10 PM,Burglary,Smyth Hall,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-13477,08/25/23,03:08 AM,08/25/23 03:07 AM,Offensive Touching (Clery -Dating Violence),University Courtyard Apartments,Arrest
23-13489,08/25/23,09:45 AM,08/24/23 04:00 PM- 08/25/23 09:45 AM,MV Collision (Hit & Run),Courtyard Marriott Parking Lot,Pending
23-13524,08/25/23,09:15 PM,08/25/23 10:10 PM,Underage Consumption,Russell B Dormitory,Administrative Sanction
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-13623,08/27/23,06:19 AM,08/27/23 01:11 AM,Assault (Fight),Brown Hall,Pending
23-13649,08/27/23,02:20 PM,08/27/23 02:20 PM,Underage Consumption,Lane Hall,Administrative Sanction
23-13665,08/27/23,07:00 PM,08/27/23 07:00 PM,Graffiti (drawings),South Academy Residence Hall,Pending
23-13670,08/27/23,09:36 PM,08/27/23 09:36 PM,Graffiti  (writing)/Damaged Property,Redding Hall,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-13686,08/28/23,01:41 AM,08/28/23 01:41 AM,Underage Consumption,Russell A Dormitory,Adminstrative Sanction
23-13731,08/28/23,05:24 PM,08/28/23 05:24,Possession of Marijuana,South Academy Residence Hall,Administrative Sanction
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-13765,08/29/23,08:21 AM,08/25/23 08:00 AM-06:00 PM,Theft (Appliance),Caesar Rodney Dining Hall,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-13874,08/30/23,08:35 AM,08/30/23 08:35 AM,MV Collision         (Hit & Run),Trabant Garage,Pending
23-13898,08/30/23,07:10 PM,08/30/23 09:00 AM-07:00 PM,MV Collision         (Hit & Run),Lot 19,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-13925,08/31/23,09:47 AM,08/30/23 02:30 PM- 08/31/23 09:30 AM,Theft (Electronics),Biopharmaceutical Innovation Center,Pending
23-13933,08/31/23,12:43 PM,08/31/23 03:43 PM,Theft of Motor Vehicle,Delaware Stadium,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-13958,09/01/23,02:20 AM,09/01/23 02:20 AM,Underage Consumption,Louis Redding Hall,Adminstrative Sanction
23-13984,09/01/23,10:14 AM,08/31/23 03:30 PM- 09/01/23 07:00 AM,Theft (Tools),The Green,Pending
23-13991,09/01/23,02:16 PM,08/30/23 02:00 PM- 09/01/23 02:16 PM,Theft (Vehicle Accessory),Lot 55,Pending
23-13999,09/01/23,03:28 PM,08/30/23 01:15 PM,Lewdness,Ewing Hall,Pending
23-14010,09/01/23,08:24 PM,09/01/23 08:24 PM,Damaged Property (Materials),Caesar Rodney Hall B,Administrative Sanctions X2
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-14037,09/02/23,12:35 AM,09/02/2312:35 AM,Disorderly Conduct,James Smith Hall,Administrative Sanction
23-14039,09/02/23,01:16 AM,09/02/23 01:16 AM,Underage Consumption,Redding Hall,Administrative Sanction
23-14040,09/02/23,01:18 AM,09/02/23 01:18 AM,Underage Consumption,Caesar Rodney Hall B,Administrative Sanction
23-14043,09/02/23,02:04 AM,09/02/23 02:04 AM,DUI (Drugs),E Park Pl/Academy St,Arrest
23-14044,09/02/23,02:04 AM,09/02/23 02:04 AM,Underage Consumption,South Academy Residence Hall,Administrative Sanction
23-14048,09/02/23,02:35 AM,09/02/23 02:35 AM,Underage Consumption,Gilbert Hall,Administrative Sanction
23-14100,09/02/23,12:46 PM,09/02/23 12:46 PM,Graffiti,George Read Hall,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location Name,Disposition
23-14102,09/03/23,12:04 AM,09/03/23 12:04 AM,Underage Consumption,George Read Hall,Administrative Sanction
23-14108,09/03/23,12:27 AM,09/03/23 12:27 AM,Underage Consumption,George Read Hall,Administrative Sanction
23-14109,09/03/23,12:38 AM,09/03/23 12:38 AM,Underage Consumption,Russell Hall D,Administrative Sanction
23-14110,09/03/23,12:44 AM,09/03/23 12:44 AM,Underage Consumption,South Academy Residence Hall,Administrative Sanction
23-14112,09/03/23,01:19 AM,09/03/23 01:19 AM,Underage Consumption,South Academy Residence Hall,Administrative Sanction
23-14115,09/03/23,02:07 AM,09/03/23 02:07 AM,Trespass/Underage Consumption,Chi Omega House,Civil Assessment
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-14166,09/04/23,03:09 AM,09/04/23 03:09 AM,Underage Consumption,Redding Hall,Exceptionally Clear
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location Name,Disposition
23-14302,09/06/23,08:16 AM,9/06/2023 01:42AM-01:55AM,Theft (Vehicle Parts),Center for the Arts Parking Garage,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-14378,09/07/23,08:11 AM,09/07/23 08:11 AM,Theft (Currency),General Services Building,Pending
23-14409,09/07/23,08:46 PM,09/07/23 08:18 PM,Trespass,University Courtyard Apartments,Arrest
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-14430,09/08/23,01:06 AM,09/08/23 01:06 AM,Underage Consumption,Harrington Hall C,Administrative Sanction
23-14448,09/08/23,10:13 AM,09/06/23 08:00 AM-09/07/23 11:45 AM,Theft (Garden Equipment),Laurel Hall,Pending
23-14466,09/08/23,08:21 PM,09/06/23 03:00 AM,Theft of Motor Vehicle,University Courtyard Apartments Parking Lot,Pending
23-14475,09/08/23,10:48 PM,09/08/23 08:00 PM-09:42PM,Harassment (Drawing),Smyth Hall,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-14484,09/09/23,01:02 AM,09/09/23 01:02 AM,Underage Consumption,South Academy Residence Hall,Administrative Sanction
23-14526,09/09/23,04:02 AM,09/09/23 04:02 AM,Graffiti/Damaged Property,Trabant Parking Garage,Pending
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-14579,09/10/23,01;29 AM,09/10/23 01:29 AM,Damaged Property (Damage to Tree),Caesar Rodney Dining Hall,Pending
23-14582,09/10/23,01:57 AM,09/10/23 01:57 AM,Underage Consumption,Russell Hall A,Administrative Sanction
23-14622,09/10/23,10:40 PM,09/10/23 01:00 AM-10:00 PM,Damaged Property (Door),Roselle Center for the Arts,Pending
Incident #,Date Reported,Time Reported,Date/Time Occurred,Description,Location Name,Disposition
23-14726,09/12/23,03:47 PM,09/12/23 03:47 PM,Extortion (Clery Stalking),Smyth Hall,Pending
23-14739,09/12/23,09:40 PM,09/12/23 09:140 PM,Underage Consumption of Marijuana,South Academy Residence Hall,Administrative Sanction
Incident #,Date Reported,Time,Date/Time Occurred,Description,Location,Disposition
23-14744,09/13/23,12:51 AM,09/13/23 12:51 AM,Underage Consumption of Alcohol,George Read South,Administrative Sanction
23-14781,09/13/23,04:21 PM,09/13/23 04:10 PM,Theft (Food Item),Gore Hall,Pending
